,edges,edge_labels,query_edge,query_label
350,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
351,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
352,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
353,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
354,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
355,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
356,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
357,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
358,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
359,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
360,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
361,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
362,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
363,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
364,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
365,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
366,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
367,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
368,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
369,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
370,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
371,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
372,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
373,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
374,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
375,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
376,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
377,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
378,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
379,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
380,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
381,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
382,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
383,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
384,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
385,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
386,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
387,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
388,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
389,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
390,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
391,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
392,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
393,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
394,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
395,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
396,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
397,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
398,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
399,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
400,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
401,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
402,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
403,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
404,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
405,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
406,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
407,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
408,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
409,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
410,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
411,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
412,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
413,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
414,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
415,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
416,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
417,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
418,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
419,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
420,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
421,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
422,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
423,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
424,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
425,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
426,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
427,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
428,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
429,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
430,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
431,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
432,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
433,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
434,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
435,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
436,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
437,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
438,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
439,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
440,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
441,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
442,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
443,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
444,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
445,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
446,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
447,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
448,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
449,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
450,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
451,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
452,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
453,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
454,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
455,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
456,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
457,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
458,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
459,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
460,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
461,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
462,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
463,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
464,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
465,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
466,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
467,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
468,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
469,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
470,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
471,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
472,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
473,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
474,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
475,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
476,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
477,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
478,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
479,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
480,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
481,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
482,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
483,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
484,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
485,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
486,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
487,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
488,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
489,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
490,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
491,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
492,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
493,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
494,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
495,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
496,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
497,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
498,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
499,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
500,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
501,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
502,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
503,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
504,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
505,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
506,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
507,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
508,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
509,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
510,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
511,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
512,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
513,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
514,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
515,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
516,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
517,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
518,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
519,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
520,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
521,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
522,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
523,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
524,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
525,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
526,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
527,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
528,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
529,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
530,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
531,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
532,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
533,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
534,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
535,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
536,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
537,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
538,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
539,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
540,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
541,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
542,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
543,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
544,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
545,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
546,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
547,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
548,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
549,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
550,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
551,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
552,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
553,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
554,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
555,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
556,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
557,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
558,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
559,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
560,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
561,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
562,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
563,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
564,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
565,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
566,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
567,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
568,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
569,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
570,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
571,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
572,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
573,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
574,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
575,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
576,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
577,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
578,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
579,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
580,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
581,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
582,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
583,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
584,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
585,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
586,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
587,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
588,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
589,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
590,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
591,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
592,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
593,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
594,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
595,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
596,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
597,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
598,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
599,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
600,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
601,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
602,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
603,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
604,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
605,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
606,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
607,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
608,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
609,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
610,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
611,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
612,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
613,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
614,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
615,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
616,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
617,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
618,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
619,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
620,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
621,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
622,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
623,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
624,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
625,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
626,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
627,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
628,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
629,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
630,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
631,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
632,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
633,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
634,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
635,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
636,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
637,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
638,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
639,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
640,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
641,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
642,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
643,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
644,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
645,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
646,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
647,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
648,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
649,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
650,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
651,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
652,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
653,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
654,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
655,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
656,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
657,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
658,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
659,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
660,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
661,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
662,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
663,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
664,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
665,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
666,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
667,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
668,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
669,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
670,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
671,"[(0, 1), (1, 2)]","['EC', 'NTPPI']","(0, 2)",DC
672,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
673,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
674,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
675,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
676,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
677,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
678,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
679,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
680,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
681,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
682,"[(0, 1), (1, 2)]","['DC', 'EQ']","(0, 2)",DC
683,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
684,"[(0, 1), (1, 2)]","['NTPP', 'EC']","(0, 2)",DC
685,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
686,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
687,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
688,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
689,"[(0, 1), (1, 2)]","['EQ', 'DC']","(0, 2)",DC
690,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
691,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
692,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
693,"[(0, 1), (1, 2)]","['TPP', 'DC']","(0, 2)",DC
694,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
695,"[(0, 1), (1, 2)]","['DC', 'NTPPI']","(0, 2)",DC
696,"[(0, 1), (1, 2)]","['NTPP', 'DC']","(0, 2)",DC
697,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
698,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
699,"[(0, 1), (1, 2)]","['DC', 'TPPI']","(0, 2)",DC
